,Date,title,category,account,amount,currency,type,id
1129,2023-04-25 11:42:32.690,Bus: RtG,Transport,Cash,10.00,INR,EXPENSE,17104d7b-7e67-4e28-a3ff-6a89744749cd
1130,2023-04-25 11:42:19.774,AtR,Transport,Metro Card,35.00,INR,EXPENSE,f511bf79-0cef-4176-bbe9-cd286a22b4b6
1132,2023-04-24 15:42:02.351,RtA,Transport,Metro Card,31.50,INR,EXPENSE,bfa01c7d-01b9-4d58-8259-532e57df5250
1133,2023-04-24 14:52:19.390,Bus: GtR,Transport,Cash,10.00,INR,EXPENSE,2a60e425-0482-4c2b-90da-2fd9a3625242
1135,2023-04-24 12:47:34.484,Bus: RtG,Transport,Cash,10.00,INR,EXPENSE,eb162c95-45ff-4a86-9442-01a0d7185843
1136,2023-04-24 12:47:18.442,AtR,Transport,Metro Card,35.00,INR,EXPENSE,7e969b7e-781f-4f2b-9846-ccc9f5dd6fcf
1137,2023-04-24 10:12:24.068,Water,Food & Drinks,Savings Bank,20.00,INR,EXPENSE,fcef1371-ee9c-4a27-8d40-a4c2941816c5
1138,2023-04-24 09:13:25.670,Frooti,Food & Drinks,Savings Bank,30.00,INR,EXPENSE,5774ddc5-fb39-4cf6-bc41-525bd863f31c
1139,2023-04-24 07:16:21.496,Water,Food & Drinks,Cash,30.00,INR,EXPENSE,96be7e64-42f2-4572-bfe5-8ca49d07c31b
1141,2023-04-24 06:03:29.520,Auto,Transport,Cash,20.00,INR,EXPENSE,7de9302c-2afe-47cb-8dde-55995c3053d6
1142,2023-04-23 13:50:23.357,Shirt,Bills & Fees,Savings Bank,750.00,INR,EXPENSE,331f6c19-44d8-4058-95df-44132c8b2395
1148,2023-04-22 10:39:20.483,Mobile,Bills & Fees,Savings Bank,259.00,INR,EXPENSE,cbd3c2b8-7d14-40af-9738-4aa8f9ae315d
